source,target,weight
C001120,S000250,7
B001317,C001120,3
B001248,C001120,2
C001120,G000558,4
C001120,L000564,6
C001120,D000032,4
C001120,W000816,5
C001120,M001218,1
C001120,C001126,2
C001120,F000474,2
C001120,D000594,5
C001120,K000388,3
C001120,C001132,4
C001120,C001129,4
C001120,S001224,4
C001120,M000194,3
F000469,H001091,2
E000071,H001091,3
H001091,S001196,3
F000471,H001091,4
H001091,M001211,3
H001067,H001091,4
G000577,H001091,2
H001091,S001212,3
B001291,H001091,3
G000589,H001091,3
H001091,V000133,3
G000596,H001091,2
C001103,H001091,3
H001091,J000304,3
H001091,L000589,4
H001091,O000175,3
H001091,M001199,4
B000825,H001091,3
H001091,V000134,3
H001091,N000190,3
H001091,R000103,2
G000595,H001091,3
H001091,L000596,3
H001091,T000165,3
B001306,H001091,3
H001091,R000612,3
H001091,J000302,3
H001082,H001091,3
H001091,Z000018,3
G000590,H001091,3
H001091,H001096,3
H001091,L000603,4
C001115,H001091,3
H001091,I000056,3
H001091,H001095,2
C001054,H001091,2
H001091,P000599,4
H001091,S001214,4
A000375,H001091,2
H001091,S000250,3
B001317,H001091,2
B001248,H001091,2
G000558,H001091,3
C001039,H001091,3
H001091,W000814,3
H001091,J000299,4
H001091,L000564,3
D000032,H001091,2
H001091,W000816,3
H001091,M001218,2
C001126,H001091,2
H001091,L000585,4
F000474,H001091,3
D000594,H001091,4
H001091,K000388,2
C001132,H001091,3
C001129,H001091,3
H001091,S001224,3
H001091,M000194,2
E000071,F000469,2
F000469,S001196,2
F000469,F000471,3
F000469,M001211,3
F000469,H001067,4
F000469,G000577,3
F000469,S001212,4
B001291,F000469,3
F000469,G000589,2
F000469,V000133,2
F000469,G000596,2
C001103,F000469,3
F000469,J000304,3
F000469,L000589,4
F000469,O000175,3
F000469,M001199,4
B000825,F000469,4
F000469,V000134,2
F000469,N000190,3
F000469,R000103,4
F000469,G000595,3
F000469,L000596,4
F000469,T000165,4
B001306,F000469,2
F000469,R000612,3
F000469,J000302,3
F000469,H001082,3
F000469,Z000018,3
F000469,G000590,3
F000469,H001096,4
F000469,L000603,3
C001115,F000469,3
F000469,I000056,3
F000469,H001095,3
C001054,F000469,5
F000469,P000599,3
F000469,S001214,2
A000375,F000469,4
F000469,S000250,4
B001317,F000469,2
B001248,F000469,2
F000469,G000558,4
C001039,F000469,4
F000469,W000814,4
F000469,J000299,2
F000469,L000564,4
D000032,F000469,2
F000469,W000816,3
F000469,M001218,1
C001126,F000469,2
F000469,L000585,3
F000469,F000474,2
D000594,F000469,4
F000469,K000388,2
C001132,F000469,3
C001129,F000469,2
F000469,S001224,3
F000469,M000194,2
E000071,M001211,3
E000071,H001067,3
E000071,G000577,2
B001291,E000071,4
E000071,G000589,4
E000071,V000133,3
C001103,E000071,3
E000071,J000304,4
E000071,O000175,3
E000071,M001199,3
B000825,E000071,2
E000071,N000190,3
E000071,R000103,2
E000071,G000595,2
E000071,L000596,3
B001306,E000071,3
E000071,R000612,3
E000071,H001082,3
E000071,Z000018,3
E000071,G000590,3
E000071,H001096,2
E000071,L000603,3
C001115,E000071,3
E000071,H001095,2
C001054,E000071,2
E000071,S001214,3
A000375,E000071,3
E000071,S000250,4
B001317,E000071,2
B001248,E000071,2
E000071,G000558,3
E000071,L000564,3
D000032,E000071,2
E000071,W000816,4
E000071,M001218,1
C001126,E000071,2
E000071,F000474,2
D000594,E000071,3
E000071,K000388,2
C001132,E000071,3
C001129,E000071,3
E000071,S001224,3
E000071,M000194,2
M001211,S001196,3
H001067,S001196,3
G000577,S001196,3
B001291,S001196,3
G000589,S001196,3
S001196,V000133,3
C001103,S001196,3
J000304,S001196,3
O000175,S001196,3
M001199,S001196,3
B000825,S001196,2
N000190,S001196,3
R000103,S001196,2
G000595,S001196,2
L000596,S001196,3
B001306,S001196,3
R000612,S001196,3
H001082,S001196,3
S001196,Z000018,3
G000590,S001196,3
H001096,S001196,2
L000603,S001196,3
C001115,S001196,3
H001095,S001196,2
C001054,S001196,2
S001196,S001214,3
A000375,S001196,2
S000250,S001196,3
B001317,S001196,2
B001248,S001196,2
G000558,S001196,3
L000564,S001196,3
D000032,S001196,2
S001196,W000816,3
M001218,S001196,1
C001126,S001196,2
F000474,S001196,2
D000594,S001196,3
K000388,S001196,2
C001132,S001196,3
C001129,S001196,3
S001196,S001224,3
M000194,S001196,2
F000471,M001211,4
F000471,H001067,5
F000471,G000577,3
B001291,F000471,4
F000471,G000589,3
F000471,V000133,3
C001103,F000471,3
F000471,J000304,4
F000471,O000175,4
F000471,M001199,5
B000825,F000471,4
F000471,N000190,3
F000471,R000103,2
F000471,G000595,4
F000471,L000596,3
B001306,F000471,3
F000471,R000612,4
F000471,H001082,3
F000471,Z000018,3
F000471,G000590,3
F000471,H001096,3
F000471,L000603,4
C001115,F000471,3
F000471,H001095,2
C001054,F000471,3
F000471,S001214,4
A000375,F000471,3
F000471,S000250,4
B001317,F000471,2
B001248,F000471,2
F000471,G000558,4
F000471,L000564,4
D000032,F000471,2
F000471,W000816,4
F000471,M001218,2
C001126,F000471,2
F000471,F000474,3
D000594,F000471,4
F000471,K000388,3
C001132,F000471,4
C001129,F000471,3
F000471,S001224,4
F000471,M000194,2
H001067,M001211,4
G000577,M001211,3
M001211,S001212,4
B001291,M001211,4
G000589,M001211,3
M001211,V000133,4
G000596,M001211,2
C001103,M001211,4
J000304,M001211,6
L000589,M001211,5
M001211,O000175,5
M001199,M001211,5
B000825,M001211,6
M001211,V000134,3
M001211,N000190,6
M001211,R000103,8
G000595,M001211,10
L000596,M001211,3
M001211,T000165,5
B001306,M001211,4
M001211,R000612,4
J000302,M001211,4
H001082,M001211,4
M001211,Z000018,3
G000590,M001211,3
H001096,M001211,2
L000603,M001211,4
C001115,M001211,4
I000056,M001211,3
H001095,M001211,2
C001054,M001211,3
M001211,P000599,5
M001211,S001214,3
A000375,M001211,3
M001211,S000250,6
B001317,M001211,3
B001248,M001211,2
G000558,M001211,4
C001039,M001211,6
M001211,W000814,7
J000299,M001211,3
L000564,M001211,5
D000032,M001211,4
M001211,W000816,4
M001211,M001218,1
C001126,M001211,2
L000585,M001211,4
F000474,M001211,2
D000594,M001211,3
K000388,M001211,3
C001132,M001211,5
C001129,M001211,4
M001211,S001224,5
M000194,M001211,3
G000577,H001067,4
H001067,S001212,4
B001291,H001067,4
G000589,H001067,4
H001067,V000133,3
G000596,H001067,3
C001103,H001067,6
H001067,J000304,5
H001067,L000589,7
H001067,O000175,6
H001067,M001199,6
B000825,H001067,5
H001067,V000134,4
H001067,N000190,6
H001067,R000103,3
G000595,H001067,5
H001067,L000596,6
H001067,T000165,4
B001306,H001067,3
H001067,R000612,5
H001067,J000302,5
H001067,H001082,5
H001067,Z000018,3
G000590,H001067,4
H001067,H001096,5
H001067,L000603,6
C001115,H001067,5
H001067,I000056,4
H001067,H001095,2
C001054,H001067,4
H001067,P000599,7
H001067,S001214,5
A000375,H001067,4
H001067,S000250,6
B001317,H001067,4
B001248,H001067,3
G000558,H001067,7
C001039,H001067,5
H001067,W000814,6
H001067,J000299,6
H001067,L000564,4
D000032,H001067,2
H001067,W000816,5
H001067,M001218,2
C001126,H001067,3
H001067,L000585,6
F000474,H001067,4
D000594,H001067,7
H001067,K000388,4
C001132,H001067,4
C001129,H001067,3
H001067,S001224,5
H001067,M000194,3
G000577,S001212,3
B001291,G000577,3
G000577,G000589,3
G000577,V000133,2
G000577,G000596,1
C001103,G000577,3
G000577,J000304,3
G000577,L000589,3
G000577,O000175,4
G000577,M001199,3
B000825,G000577,4
G000577,V000134,3
G000577,N000190,3
G000577,R000103,2
G000577,G000595,2
G000577,L000596,4
G000577,T000165,4
B001306,G000577,2
G000577,R000612,4
G000577,J000302,3
G000577,H001082,3
G000577,Z000018,3
G000577,G000590,2
G000577,H001096,2
G000577,L000603,2
C001115,G000577,2
G000577,I000056,2
G000577,H001095,2
C001054,G000577,3
G000577,P000599,4
G000577,S001214,2
A000375,G000577,2
G000577,S000250,4
B001317,G000577,2
B001248,G000577,1
G000558,G000577,4
C001039,G000577,3
G000577,W000814,4
G000577,J000299,3
G000577,L000564,4
D000032,G000577,4
G000577,W000816,4
G000577,M001218,1
C001126,G000577,2
G000577,L000585,5
F000474,G000577,1
D000594,G000577,4
G000577,K000388,3
C001132,G000577,3
C001129,G000577,2
G000577,S001224,3
G000577,M000194,2
B001291,S001212,4
G000589,S001212,4
S001212,V000133,3
C001103,S001212,4
J000304,S001212,4
O000175,S001212,4
M001199,S001212,5
B000825,S001212,7
N000190,S001212,6
R000103,S001212,5
G000595,S001212,3
L000596,S001212,5
B001306,S001212,4
R000612,S001212,4
H001082,S001212,5
S001212,Z000018,4
G000590,S001212,4
H001096,S001212,4
L000603,S001212,4
C001115,S001212,6
H001095,S001212,3
C001054,S001212,6
S001212,S001214,3
A000375,S001212,3
S000250,S001212,6
B001317,S001212,4
B001248,S001212,2
G000558,S001212,4
L000564,S001212,4
D000032,S001212,4
S001212,W000816,3
M001218,S001212,1
C001126,S001212,3
F000474,S001212,2
D000594,S001212,5
K000388,S001212,2
C001132,S001212,3
C001129,S001212,3
S001212,S001224,3
M000194,S001212,2
B001291,G000589,4
B001291,V000133,3
B001291,G000596,2
B001291,C001103,3
B001291,J000304,6
B001291,L000589,5
B001291,O000175,5
B001291,M001199,4
B000825,B001291,4
B001291,V000134,4
B001291,N000190,4
B001291,R000103,2
B001291,G000595,3
B001291,L000596,3
B001291,T000165,4
B001291,B001306,4
B001291,R000612,4
B001291,J000302,4
B001291,H001082,3
B001291,Z000018,3
B001291,G000590,3
B001291,H001096,2
B001291,L000603,3
B001291,C001115,3
B001291,I000056,3
B001291,H001095,2
B001291,C001054,4
B001291,P000599,4
B001291,S001214,3
A000375,B001291,4
B001291,S000250,5
B001291,B001317,2
B001248,B001291,2
B001291,G000558,4
B001291,C001039,4
B001291,W000814,6
B001291,J000299,3
B001291,L000564,4
B001291,D000032,2
B001291,W000816,5
B001291,M001218,1
B001291,C001126,3
B001291,L000585,4
B001291,F000474,2
B001291,D000594,3
B001291,K000388,3
B001291,C001132,4
B001291,C001129,3
B001291,S001224,4
B001291,M000194,2
G000589,V000133,3
G000589,G000596,2
C001103,G000589,4
G000589,J000304,4
G000589,L000589,3
G000589,O000175,4
G000589,M001199,3
B000825,G000589,3
G000589,V000134,5
G000589,N000190,4
G000589,R000103,2
G000589,G000595,2
G000589,L000596,4
G000589,T000165,3
B001306,G000589,3
G000589,R000612,5
G000589,J000302,3
G000589,H001082,4
G000589,Z000018,3
G000589,G000590,3
G000589,H001096,2
G000589,L000603,3
C001115,G000589,4
G000589,I000056,3
G000589,H001095,2
C001054,G000589,3
G000589,P000599,4
G000589,S001214,3
A000375,G000589,3
G000589,S000250,6
B001317,G000589,2
B001248,G000589,2
G000558,G000589,4
C001039,G000589,3
G000589,W000814,5
G000589,J000299,4
G000589,L000564,3
D000032,G000589,3
G000589,W000816,5
G000589,M001218,1
C001126,G000589,3
G000589,L000585,4
F000474,G000589,2
D000594,G000589,4
G000589,K000388,2
C001132,G000589,3
C001129,G000589,3
G000589,S001224,3
G000589,M000194,3
G000596,V000133,2
C001103,V000133,3
J000304,V000133,3
L000589,V000133,3
O000175,V000133,3
M001199,V000133,3
B000825,V000133,2
V000133,V000134,3
N000190,V000133,3
R000103,V000133,3
G000595,V000133,3
L000596,V000133,3
T000165,V000133,3
B001306,V000133,3
R000612,V000133,3
J000302,V000133,3
H001082,V000133,3
V000133,Z000018,3
G000590,V000133,3
H001096,V000133,2
L000603,V000133,3
C001115,V000133,3
I000056,V000133,3
H001095,V000133,2
C001054,V000133,2
P000599,V000133,3
S001214,V000133,3
A000375,V000133,2
S000250,V000133,3
B001317,V000133,2
B001248,V000133,2
G000558,V000133,3
C001039,V000133,3
V000133,W000814,3
J000299,V000133,3
L000564,V000133,3
D000032,V000133,2
V000133,W000816,3
M001218,V000133,1
C001126,V000133,2
L000585,V000133,3
F000474,V000133,2
D000594,V000133,3
K000388,V000133,2
C001132,V000133,3
C001129,V000133,3
S001224,V000133,3
M000194,V000133,2
C001103,G000596,4
G000596,J000304,3
G000596,O000175,3
G000596,M001199,2
B000825,G000596,1
G000596,N000190,4
G000596,R000103,2
G000595,G000596,4
G000596,L000596,4
B001306,G000596,2
G000596,R000612,2
G000596,H001082,2
G000596,Z000018,2
G000590,G000596,2
G000596,H001096,3
G000596,L000603,3
C001115,G000596,3
G000596,H001095,2
C001054,G000596,2
G000596,S001214,4
A000375,G000596,2
G000596,S000250,3
B001317,G000596,2
B001248,G000596,3
G000558,G000596,3
G000596,L000564,2
D000032,G000596,2
G000596,W000816,2
G000596,M001218,1
C001126,G000596,2
F000474,G000596,3
D000594,G000596,3
G000596,K000388,2
C001132,G000596,2
C001129,G000596,3
G000596,S001224,3
G000596,M000194,3
C001103,J000304,5
C001103,L000589,6
C001103,O000175,6
C001103,M001199,4
B000825,C001103,4
C001103,V000134,4
C001103,N000190,9
C001103,R000103,4
C001103,G000595,5
C001103,L000596,6
C001103,T000165,4
B001306,C001103,5
C001103,R000612,4
C001103,J000302,4
C001103,H001082,5
C001103,Z000018,3
C001103,G000590,4
C001103,H001096,4
C001103,L000603,6
C001103,C001115,5
C001103,I000056,4
C001103,H001095,2
C001054,C001103,3
C001103,P000599,8
C001103,S001214,5
A000375,C001103,3
C001103,S000250,6
B001317,C001103,4
B001248,C001103,3
C001103,G000558,6
C001039,C001103,6
C001103,W000814,6
C001103,J000299,5
C001103,L000564,4
C001103,D000032,3
C001103,W000816,5
C001103,M001218,1
C001103,C001126,3
C001103,L000585,4
C001103,F000474,3
C001103,D000594,6
C001103,K000388,4
C001103,C001132,3
C001103,C001129,5
C001103,S001224,4
C001103,M000194,4
J000304,L000589,7
J000304,O000175,7
J000304,M001199,4
B000825,J000304,6
J000304,V000134,4
J000304,N000190,6
J000304,R000103,3
G000595,J000304,6
J000304,L000596,4
J000304,T000165,4
B001306,J000304,5
J000304,R000612,4
J000302,J000304,5
H001082,J000304,3
J000304,Z000018,3
G000590,J000304,3
H001096,J000304,3
J000304,L000603,5
C001115,J000304,4
I000056,J000304,3
H001095,J000304,2
C001054,J000304,4
J000304,P000599,6
J000304,S001214,4
A000375,J000304,4
J000304,S000250,6
B001317,J000304,3
B001248,J000304,3
G000558,J000304,5
C001039,J000304,5
J000304,W000814,8
J000299,J000304,4
J000304,L000564,5
D000032,J000304,2
J000304,W000816,5
J000304,M001218,1
C001126,J000304,3
J000304,L000585,4
F000474,J000304,3
D000594,J000304,4
J000304,K000388,4
C001132,J000304,4
C001129,J000304,4
J000304,S001224,5
J000304,M000194,3
L000589,O000175,6
L000589,M001199,6
B000825,L000589,7
L000589,N000190,7
L000589,R000103,3
G000595,L000589,6
L000589,L000596,5
B001306,L000589,5
L000589,R000612,4
H001082,L000589,4
L000589,Z000018,3
G000590,L000589,4
H001096,L000589,5
L000589,L000603,6
C001115,L000589,5
H001095,L000589,2
C001054,L000589,5
L000589,S001214,5
A000375,L000589,4
L000589,S000250,5
B001317,L000589,4
B001248,L000589,3
G000558,L000589,6
L000564,L000589,4
D000032,L000589,2
L000589,W000816,5
L000589,M001218,2
C001126,L000589,3
F000474,L000589,4
D000594,L000589,6
K000388,L000589,5
C001132,L000589,4
C001129,L000589,3
L000589,S001224,5
L000589,M000194,2
M001199,O000175,4
B000825,O000175,5
O000175,V000134,4
N000190,O000175,7
O000175,R000103,3
G000595,O000175,5
L000596,O000175,5
O000175,T000165,4
B001306,O000175,5
O000175,R000612,5
J000302,O000175,5
H001082,O000175,4
O000175,Z000018,3
G000590,O000175,3
H001096,O000175,3
L000603,O000175,5
C001115,O000175,4
I000056,O000175,3
H001095,O000175,2
C001054,O000175,4
O000175,P000599,7
O000175,S001214,4
A000375,O000175,3
O000175,S000250,6
B001317,O000175,3
B001248,O000175,3
G000558,O000175,6
C001039,O000175,5
O000175,W000814,7
J000299,O000175,5
L000564,O000175,5
D000032,O000175,2
O000175,W000816,5
M001218,O000175,1
C001126,O000175,4
L000585,O000175,5
F000474,O000175,3
D000594,O000175,5
K000388,O000175,4
C001132,O000175,4
C001129,O000175,4
O000175,S001224,5
M000194,O000175,4
B000825,M001199,6
M001199,V000134,3
M001199,N000190,5
M001199,R000103,4
G000595,M001199,5
L000596,M001199,4
M001199,T000165,4
B001306,M001199,3
M001199,R000612,4
J000302,M001199,4
H001082,M001199,5
M001199,Z000018,3
G000590,M001199,4
H001096,M001199,4
L000603,M001199,5
C001115,M001199,5
I000056,M001199,4
H001095,M001199,2
C001054,M001199,4
M001199,P000599,5
M001199,S001214,4
A000375,M001199,4
M001199,S000250,6
B001317,M001199,4
B001248,M001199,2
G000558,M001199,5
C001039,M001199,6
M001199,W000814,6
J000299,M001199,4
L000564,M001199,4
D000032,M001199,2
M001199,W000816,4
M001199,M001218,2
C001126,M001199,2
L000585,M001199,5
F000474,M001199,3
D000594,M001199,5
K000388,M001199,3
C001132,M001199,4
C001129,M001199,3
M001199,S001224,4
M000194,M001199,2
B000825,V000134,2
B000825,N000190,6
B000825,R000103,5
B000825,G000595,6
B000825,L000596,4
B000825,T000165,4
B000825,B001306,4
B000825,R000612,4
B000825,J000302,3
B000825,H001082,4
B000825,Z000018,3
B000825,G000590,3
B000825,H001096,4
B000825,L000603,5
B000825,C001115,5
B000825,I000056,3
B000825,H001095,2
B000825,C001054,6
B000825,P000599,5
B000825,S001214,3
A000375,B000825,3
B000825,S000250,7
B000825,B001317,4
B000825,B001248,1
B000825,G000558,4
B000825,C001039,6
B000825,W000814,8
B000825,J000299,3
B000825,L000564,5
B000825,D000032,4
B000825,W000816,3
B000825,M001218,2
B000825,C001126,2
B000825,L000585,4
B000825,F000474,2
B000825,D000594,5
B000825,K000388,3
B000825,C001132,3
B000825,C001129,3
B000825,S001224,3
B000825,M000194,2
N000190,V000134,5
R000103,V000134,2
G000595,V000134,2
L000596,V000134,4
B001306,V000134,3
R000612,V000134,4
H001082,V000134,5
V000134,Z000018,3
G000590,V000134,3
H001096,V000134,2
L000603,V000134,3
C001115,V000134,3
H001095,V000134,3
C001054,V000134,2
S001214,V000134,4
A000375,V000134,4
S000250,V000134,5
B001317,V000134,2
B001248,V000134,2
G000558,V000134,4
L000564,V000134,3
D000032,V000134,3
V000134,W000816,5
M001218,V000134,1
C001126,V000134,4
F000474,V000134,2
D000594,V000134,4
K000388,V000134,2
C001132,V000134,3
C001129,V000134,3
S001224,V000134,3
M000194,V000134,3
N000190,R000103,6
G000595,N000190,7
L000596,N000190,6
N000190,T000165,4
B001306,N000190,6
N000190,R000612,4
J000302,N000190,4
H001082,N000190,7
N000190,Z000018,3
G000590,N000190,4
H001096,N000190,4
L000603,N000190,6
C001115,N000190,6
I000056,N000190,4
H001095,N000190,2
C001054,N000190,4
N000190,P000599,9
N000190,S001214,6
A000375,N000190,4
N000190,S000250,7
B001317,N000190,5
B001248,N000190,3
G000558,N000190,6
C001039,N000190,8
N000190,W000814,8
J000299,N000190,5
L000564,N000190,4
D000032,N000190,4
N000190,W000816,5
M001218,N000190,1
C001126,N000190,5
L000585,N000190,5
F000474,N000190,3
D000594,N000190,6
K000388,N000190,4
C001132,N000190,4
C001129,N000190,5
N000190,S001224,5
M000194,N000190,4
G000595,R000103,8
L000596,R000103,4
R000103,T000165,4
B001306,R000103,3
R000103,R000612,2
J000302,R000103,2
H001082,R000103,4
R000103,Z000018,3
G000590,R000103,3
H001096,R000103,4
L000603,R000103,4
C001115,R000103,4
I000056,R000103,3
H001095,R000103,3
C001054,R000103,4
P000599,R000103,3
R000103,S001214,2
A000375,R000103,3
R000103,S000250,5
B001317,R000103,3
B001248,R000103,2
G000558,R000103,3
C001039,R000103,5
R000103,W000814,5
J000299,R000103,2
L000564,R000103,4
D000032,R000103,4
R000103,W000816,2
M001218,R000103,1
C001126,R000103,2
L000585,R000103,2
F000474,R000103,2
D000594,R000103,4
K000388,R000103,1
C001132,R000103,3
C001129,R000103,3
R000103,S001224,3
M000194,R000103,3
G000595,L000596,3
G000595,T000165,4
B001306,G000595,3
G000595,R000612,3
G000595,J000302,4
G000595,H001082,3
G000595,Z000018,2
G000590,G000595,2
G000595,H001096,4
G000595,L000603,5
C001115,G000595,4
G000595,I000056,2
G000595,H001095,2
C001054,G000595,3
G000595,P000599,7
G000595,S001214,5
A000375,G000595,3
G000595,S000250,5
B001317,G000595,3
B001248,G000595,3
G000558,G000595,4
C001039,G000595,6
G000595,W000814,6
G000595,J000299,4
G000595,L000564,4
D000032,G000595,4
G000595,W000816,3
G000595,M001218,2
C001126,G000595,2
G000595,L000585,4
F000474,G000595,4
D000594,G000595,4
G000595,K000388,3
C001132,G000595,4
C001129,G000595,4
G000595,S001224,5
G000595,M000194,3
L000596,T000165,4
B001306,L000596,3
L000596,R000612,4
J000302,L000596,4
H001082,L000596,5
L000596,Z000018,4
G000590,L000596,4
H001096,L000596,5
L000596,L000603,5
C001115,L000596,5
I000056,L000596,4
H001095,L000596,3
C001054,L000596,4
L000596,P000599,5
L000596,S001214,4
A000375,L000596,3
L000596,S000250,6
B001317,L000596,4
B001248,L000596,3
G000558,L000596,6
C001039,L000596,4
L000596,W000814,5
J000299,L000596,5
L000564,L000596,4
D000032,L000596,3
L000596,W000816,4
L000596,M001218,1
C001126,L000596,3
L000585,L000596,4
F000474,L000596,3
D000594,L000596,7
K000388,L000596,3
C001132,L000596,3
C001129,L000596,3
L000596,S001224,4
L000596,M000194,4
B001306,T000165,4
R000612,T000165,4
H001082,T000165,3
T000165,Z000018,4
G000590,T000165,3
H001096,T000165,3
L000603,T000165,3
C001115,T000165,3
H001095,T000165,3
C001054,T000165,4
S001214,T000165,3
A000375,T000165,3
S000250,T000165,4
B001317,T000165,2
B001248,T000165,2
G000558,T000165,4
L000564,T000165,5
D000032,T000165,4
T000165,W000816,5
M001218,T000165,1
C001126,T000165,2
F000474,T000165,2
D000594,T000165,4
K000388,T000165,4
C001132,T000165,4
