source,target,weight
F000476,S001157,2
H001094,S001157,1
D000197,S001157,2
C001130,S001157,3
S001157,W000797,2
S001157,W000808,3
R000305,S001157,2
B001278,S001157,2
G000599,S001157,2
L000601,S001157,2
C001127,S001157,3
S001156,S001157,2
S001157,V000081,2
S001157,S001168,2
M001206,S001157,2
L000602,S001157,2
B001296,S001157,2
D000530,S001157,1
S001157,S001200,3
S001157,S001209,1
B001318,S001157,2
L000593,S001157,2
S001157,S001207,2
S001157,S001218,1
S000344,S001193,1
S000344,T000472,2
S000344,T000460,2
S000344,T000468,2
S000344,T000481,1
S000344,T000469,2
S000344,T000486,1
S000344,T000482,1
S000344,T000483,2
S000344,V000131,2
S000344,W000822,2
S000344,W000788,2
C001097,S000344,1
N000179,S000344,2
C001084,S000344,2
S000344,W000187,1
K000391,S000344,2
L000560,S000344,1
M001137,S000344,1
D000631,S000344,1
S000344,S001185,2
S000344,S001205,1
R000606,S000344,1
S000344,W000826,2
L000590,S000344,2
S000344,T000487,1
H001068,S000344,1
S000344,S000510,1
R000617,S000344,2
S000344,S001226,2
B001300,S000344,1
F000476,S000344,1
H001094,S000344,2
D000197,S000344,1
C001130,S000344,2
S000344,W000797,1
S000344,W000808,1
R000305,S000344,1
B001278,S000344,1
G000599,S000344,1
L000601,S000344,1
C001127,S000344,2
S000344,S001156,1
S000344,V000081,1
S000344,S001168,1
M001206,S000344,1
L000602,S000344,1
B001296,S000344,1
D000530,S000344,1
S000344,S001200,1
S000344,S001209,1
B001318,S000344,1
L000593,S000344,1
S000344,S001207,1
S000344,S001218,1
S001193,T000472,2
S001193,T000460,1
S001193,T000468,2
S001193,T000481,2
S001193,T000469,1
S001193,T000486,2
S001193,T000482,2
S001193,T000483,2
S001193,V000131,1
S001193,W000822,2
S001193,W000788,2
C001097,S001193,1
N000179,S001193,2
C001084,S001193,1
S001193,W000187,2
K000391,S001193,1
L000560,S001193,2
M001137,S001193,2
D000631,S001193,2
S001185,S001193,2
S001193,S001205,2
R000606,S001193,1
S001193,W000826,1
L000590,S001193,1
S001193,T000487,2
H001068,S001193,1
S000510,S001193,2
R000617,S001193,1
S001193,S001226,1
B001300,S001193,2
F000476,S001193,2
H001094,S001193,1
D000197,S001193,2
C001130,S001193,2
S001193,W000797,1
S001193,W000808,2
R000305,S001193,1
B001278,S001193,2
G000599,S001193,2
L000601,S001193,2
C001127,S001193,2
S001156,S001193,2
S001193,V000081,2
S001168,S001193,2
M001206,S001193,2
L000602,S001193,2
B001296,S001193,2
D000530,S001193,1
S001193,S001200,2
S001193,S001209,1
B001318,S001193,2
L000593,S001193,2
S001193,S001207,2
S001193,S001218,1
T000460,T000472,2
T000468,T000472,3
T000472,T000481,2
T000469,T000472,2
T000472,T000486,2
T000472,T000482,2
T000472,T000483,3
T000472,V000131,2
T000472,W000822,3
T000472,W000788,3
C001097,T000472,1
N000179,T000472,3
C001084,T000472,2
T000472,W000187,2
K000391,T000472,2
L000560,T000472,2
M001137,T000472,2
D000631,T000472,2
S001185,T000472,3
S001205,T000472,2
R000606,T000472,1
T000472,W000826,2
L000590,T000472,2
T000472,T000487,2
H001068,T000472,1
S000510,T000472,2
R000617,T000472,2
S001226,T000472,2
B001300,T000472,2
F000476,T000472,2
H001094,T000472,2
D000197,T000472,2
C001130,T000472,3
T000472,W000797,1
T000472,W000808,2
R000305,T000472,1
B001278,T000472,2
G000599,T000472,2
L000601,T000472,2
C001127,T000472,3
S001156,T000472,2
T000472,V000081,2
S001168,T000472,2
M001206,T000472,2
L000602,T000472,2
B001296,T000472,2
D000530,T000472,1
S001200,T000472,2
S001209,T000472,1
B001318,T000472,2
L000593,T000472,2
S001207,T000472,2
S001218,T000472,1
T000460,T000468,2
T000460,T000481,1
T000460,T000469,2
T000460,T000486,1
T000460,T000482,1
T000460,T000483,2
T000460,V000131,2
T000460,W000822,2
T000460,W000788,2
C001097,T000460,1
N000179,T000460,2
C001084,T000460,2
T000460,W000187,1
K000391,T000460,2
L000560,T000460,1
M001137,T000460,1
D000631,T000460,1
S001185,T000460,2
S001205,T000460,1
R000606,T000460,1
T000460,W000826,2
L000590,T000460,2
T000460,T000487,1
H001068,T000460,1
S000510,T000460,1
R000617,T000460,2
S001226,T000460,2
B001300,T000460,1
F000476,T000460,1
H001094,T000460,2
D000197,T000460,1
C001130,T000460,2
T000460,W000797,1
T000460,W000808,1
R000305,T000460,1
B001278,T000460,1
G000599,T000460,1
L000601,T000460,1
C001127,T000460,2
S001156,T000460,1
T000460,V000081,1
S001168,T000460,1
M001206,T000460,1
L000602,T000460,1
B001296,T000460,1
D000530,T000460,1
S001200,T000460,1
S001209,T000460,1
B001318,T000460,1
L000593,T000460,1
S001207,T000460,1
S001218,T000460,1
T000468,T000481,3
T000468,T000469,3
T000468,T000486,2
T000468,T000482,2
T000468,T000483,3
T000468,V000131,3
T000468,W000822,3
T000468,W000788,4
C001097,T000468,1
N000179,T000468,3
C001084,T000468,3
T000468,W000187,2
K000391,T000468,2
L000560,T000468,2
M001137,T000468,2
D000631,T000468,2
S001185,T000468,4
S001205,T000468,2
R000606,T000468,1
T000468,W000826,3
L000590,T000468,3
T000468,T000487,2
H001068,T000468,3
S000510,T000468,2
R000617,T000468,3
S001226,T000468,3
B001300,T000468,3
F000476,T000468,3
H001094,T000468,3
D000197,T000468,3
C001130,T000468,4
T000468,W000797,1
T000468,W000808,3
R000305,T000468,1
B001278,T000468,3
G000599,T000468,3
L000601,T000468,2
C001127,T000468,4
S001156,T000468,3
T000468,V000081,3
S001168,T000468,2
M001206,T000468,2
L000602,T000468,3
B001296,T000468,3
D000530,T000468,2
S001200,T000468,2
S001209,T000468,1
B001318,T000468,2
L000593,T000468,3
S001207,T000468,2
S001218,T000468,1
T000469,T000481,2
T000481,T000486,2
T000481,T000482,2
T000481,T000483,2
T000481,V000131,2
T000481,W000822,2
T000481,W000788,3
C001097,T000481,1
N000179,T000481,2
C001084,T000481,2
T000481,W000187,2
K000391,T000481,1
L000560,T000481,3
M001137,T000481,2
D000631,T000481,2
S001185,T000481,3
S001205,T000481,2
R000606,T000481,1
T000481,W000826,2
L000590,T000481,2
T000481,T000487,2
H001068,T000481,2
S000510,T000481,2
R000617,T000481,2
S001226,T000481,2
B001300,T000481,3
F000476,T000481,3
H001094,T000481,2
D000197,T000481,3
C001130,T000481,3
T000481,W000797,1
T000481,W000808,3
R000305,T000481,1
B001278,T000481,2
G000599,T000481,3
L000601,T000481,2
C001127,T000481,3
S001156,T000481,3
T000481,V000081,3
S001168,T000481,2
M001206,T000481,2
L000602,T000481,3
B001296,T000481,3
D000530,T000481,2
S001200,T000481,2
S001209,T000481,2
B001318,T000481,2
L000593,T000481,3
S001207,T000481,3
S001218,T000481,1
T000469,T000486,1
T000469,T000482,1
T000469,T000483,2
T000469,V000131,3
T000469,W000822,2
T000469,W000788,3
C001097,T000469,1
N000179,T000469,2
C001084,T000469,3
T000469,W000187,1
K000391,T000469,2
L000560,T000469,1
M001137,T000469,1
D000631,T000469,1
S001185,T000469,3
S001205,T000469,1
R000606,T000469,1
T000469,W000826,3
L000590,T000469,2
T000469,T000487,1
H001068,T000469,2
S000510,T000469,1
R000617,T000469,3
S001226,T000469,3
B001300,T000469,2
F000476,T000469,2
H001094,T000469,3
D000197,T000469,2
C001130,T000469,3
T000469,W000797,1
T000469,W000808,2
R000305,T000469,1
B001278,T000469,1
G000599,T000469,2
L000601,T000469,1
C001127,T000469,3
S001156,T000469,2
T000469,V000081,2
S001168,T000469,1
M001206,T000469,1
L000602,T000469,2
B001296,T000469,2
D000530,T000469,2
S001200,T000469,1
S001209,T000469,1
B001318,T000469,1
L000593,T000469,2
S001207,T000469,1
S001218,T000469,1
T000482,T000486,2
T000483,T000486,2
T000486,V000131,1
T000486,W000822,2
T000486,W000788,2
C001097,T000486,1
N000179,T000486,2
C001084,T000486,1
T000486,W000187,2
K000391,T000486,1
L000560,T000486,2
M001137,T000486,2
D000631,T000486,2
S001185,T000486,2
S001205,T000486,2
R000606,T000486,1
T000486,W000826,1
L000590,T000486,1
T000486,T000487,2
H001068,T000486,1
S000510,T000486,2
R000617,T000486,1
S001226,T000486,1
B001300,T000486,2
F000476,T000486,2
H001094,T000486,1
D000197,T000486,2
C001130,T000486,2
T000486,W000797,1
T000486,W000808,2
R000305,T000486,1
B001278,T000486,2
G000599,T000486,2
L000601,T000486,2
C001127,T000486,2
S001156,T000486,2
T000486,V000081,2
S001168,T000486,2
M001206,T000486,2
L000602,T000486,2
B001296,T000486,2
D000530,T000486,1
S001200,T000486,2
S001209,T000486,1
B001318,T000486,2
L000593,T000486,2
S001207,T000486,2
S001218,T000486,1
T000482,T000483,2
T000482,V000131,1
T000482,W000822,2
T000482,W000788,2
C001097,T000482,1
N000179,T000482,2
C001084,T000482,1
T000482,W000187,2
K000391,T000482,1
L000560,T000482,2
M001137,T000482,2
D000631,T000482,2
S001185,T000482,2
S001205,T000482,2
R000606,T000482,1
T000482,W000826,1
L000590,T000482,1
T000482,T000487,2
H001068,T000482,1
S000510,T000482,2
R000617,T000482,1
S001226,T000482,1
B001300,T000482,2
F000476,T000482,2
H001094,T000482,1
D000197,T000482,2
C001130,T000482,2
T000482,W000797,1
T000482,W000808,2
R000305,T000482,1
B001278,T000482,2
G000599,T000482,2
L000601,T000482,2
C001127,T000482,2
S001156,T000482,2
T000482,V000081,2
S001168,T000482,2
M001206,T000482,2
L000602,T000482,2
B001296,T000482,2
D000530,T000482,1
S001200,T000482,2
S001209,T000482,1
B001318,T000482,2
L000593,T000482,2
S001207,T000482,2
S001218,T000482,1
T000483,V000131,2
T000483,W000822,3
T000483,W000788,3
C001097,T000483,1
N000179,T000483,3
C001084,T000483,2
T000483,W000187,2
K000391,T000483,2
L000560,T000483,2
M001137,T000483,2
D000631,T000483,2
S001185,T000483,3
S001205,T000483,2
R000606,T000483,1
T000483,W000826,2
L000590,T000483,2
T000483,T000487,2
H001068,T000483,1
S000510,T000483,2
R000617,T000483,2
S001226,T000483,2
B001300,T000483,2
F000476,T000483,2
H001094,T000483,2
D000197,T000483,2
C001130,T000483,3
T000483,W000797,1
T000483,W000808,2
R000305,T000483,1
B001278,T000483,2
G000599,T000483,2
L000601,T000483,2
C001127,T000483,3
S001156,T000483,2
T000483,V000081,2
S001168,T000483,2
M001206,T000483,2
L000602,T000483,2
B001296,T000483,2
D000530,T000483,1
S001200,T000483,2
S001209,T000483,1
B001318,T000483,2
L000593,T000483,2
S001207,T000483,2
S001218,T000483,1
V000131,W000822,2
V000131,W000788,4
C001097,V000131,1
N000179,V000131,3
C001084,V000131,3
V000131,W000187,1
K000391,V000131,2
L000560,V000131,1
M001137,V000131,1
D000631,V000131,1
S001185,V000131,4
S001205,V000131,1
R000606,V000131,2
V000131,W000826,3
L000590,V000131,2
T000487,V000131,1
H001068,V000131,2
S000510,V000131,1
R000617,V000131,3
S001226,V000131,3
B001300,V000131,2
F000476,V000131,2
H001094,V000131,3
D000197,V000131,2
C001130,V000131,5
V000131,W000797,2
V000131,W000808,3
R000305,V000131,2
B001278,V000131,1
G000599,V000131,2
L000601,V000131,1
C001127,V000131,4
S001156,V000131,2
V000081,V000131,2
S001168,V000131,1
M001206,V000131,1
L000602,V000131,2
B001296,V000131,2
D000530,V000131,2
S001200,V000131,2
S001209,V000131,1
B001318,V000131,1
L000593,V000131,2
S001207,V000131,1
S001218,V000131,1
W000788,W000822,3
C001097,W000822,1
N000179,W000822,3
C001084,W000822,2
W000187,W000822,2
K000391,W000822,2
L000560,W000822,2
M001137,W000822,2
D000631,W000822,2
S001185,W000822,3
S001205,W000822,2
R000606,W000822,1
W000822,W000826,2
L000590,W000822,2
T000487,W000822,2
H001068,W000822,1
S000510,W000822,2
R000617,W000822,2
S001226,W000822,2
B001300,W000822,2
F000476,W000822,2
H001094,W000822,2
D000197,W000822,2
C001130,W000822,3
W000797,W000822,1
W000808,W000822,2
R000305,W000822,1
B001278,W000822,2
G000599,W000822,2
L000601,W000822,2
C001127,W000822,3
S001156,W000822,2
V000081,W000822,2
S001168,W000822,2
M001206,W000822,2
L000602,W000822,2
B001296,W000822,2
D000530,W000822,1
S001200,W000822,2
S001209,W000822,1
B001318,W000822,2
L000593,W000822,2
S001207,W000822,2
S001218,W000822,1
C001097,W000788,1
N000179,W000788,4
C001084,W000788,3
W000187,W000788,2
K000391,W000788,2
L000560,W000788,2
M001137,W000788,2
D000631,W000788,2
S001185,W000788,5
S001205,W000788,2
R000606,W000788,2
W000788,W000826,3
L000590,W000788,2
T000487,W000788,2
H001068,W000788,2
S000510,W000788,2
R000617,W000788,3
S001226,W000788,3
B001300,W000788,3
F000476,W000788,3
H001094,W000788,3
D000197,W000788,3
C001130,W000788,5
W000788,W000797,2
W000788,W000808,4
R000305,W000788,2
B001278,W000788,2
G000599,W000788,3
L000601,W000788,2
C001127,W000788,5
S001156,W000788,3
V000081,W000788,3
S001168,W000788,2
M001206,W000788,2
L000602,W000788,3
B001296,W000788,3
D000530,W000788,2
S001200,W000788,3
S001209,W000788,1
B001318,W000788,2
L000593,W000788,3
S001207,W000788,2
S001218,W000788,1
C001097,N000179,1
C001084,C001097,1
C001097,W000187,1
C001097,K000391,1
C001097,L000560,1
C001097,M001137,1
C001097,D000631,1
C001097,S001185,1
C001097,S001205,1
C001097,R000606,1
C001097,W000826,1
C001097,L000590,1
C001097,T000487,1
C001097,H001068,1
C001097,S000510,1
C001097,R000617,1
C001097,S001226,1
B001300,C001097,1
C001097,F000476,1
C001097,H001094,1
C001097,D000197,1
C001097,C001130,1
C001097,W000797,1
C001097,W000808,1
C001097,R000305,1
B001278,C001097,1
C001097,G000599,1
C001097,L000601,1
C001097,C001127,1
C001097,S001156,1
C001097,V000081,1
C001097,S001168,1
C001097,M001206,1
C001097,L000602,1
B001296,C001097,1
C001097,D000530,1
C001097,S001200,1
C001097,S001209,1
B001318,C001097,1
C001097,L000593,1
C001097,S001207,1
C001097,S001218,1
C001084,N000179,2
N000179,W000187,2
K000391,N000179,2
L000560,N000179,2
M001137,N000179,2
D000631,N000179,2
N000179,S001185,4
N000179,S001205,2
N000179,R000606,2
N000179,W000826,2
L000590,N000179,2
N000179,T000487,2
H001068,N000179,1
N000179,S000510,2
N000179,R000617,2
N000179,S001226,2
B001300,N000179,2
F000476,N000179,2
H001094,N000179,2
D000197,N000179,2
C001130,N000179,4
N000179,W000797,2
N000179,W000808,3
N000179,R000305,2
B001278,N000179,2
G000599,N000179,2
L000601,N000179,2
C001127,N000179,4
N000179,S001156,2
N000179,V000081,2
N000179,S001168,2
M001206,N000179,2
L000602,N000179,2
B001296,N000179,2
D000530,N000179,1
N000179,S001200,3
N000179,S001209,1
B001318,N000179,2
L000593,N000179,2
N000179,S001207,2
N000179,S001218,1
C001084,W000187,1
C001084,K000391,2
C001084,L000560,1
C001084,M001137,1
C001084,D000631,1
C001084,S001185,3
C001084,S001205,1
C001084,R000606,1
C001084,W000826,3
C001084,L000590,2
C001084,T000487,1
C001084,H001068,2
C001084,S000510,1
C001084,R000617,3
C001084,S001226,3
B001300,C001084,2
C001084,F000476,2
C001084,H001094,3
C001084,D000197,2
C001084,C001130,3
C001084,W000797,1
C001084,W000808,2
C001084,R000305,1
B001278,C001084,1
C001084,G000599,2
C001084,L000601,1
C001084,C001127,3
C001084,S001156,2
C001084,V000081,2
C001084,S001168,1
C001084,M001206,1
C001084,L000602,2
B001296,C001084,2
C001084,D000530,2
C001084,S001200,1
C001084,S001209,1
B001318,C001084,1
C001084,L000593,2
C001084,S001207,1
C001084,S001218,1
K000391,W000187,1
L000560,W000187,2
M001137,W000187,2
D000631,W000187,2
S001185,W000187,2
S001205,W000187,2
R000606,W000187,1
W000187,W000826,1
L000590,W000187,1
T000487,W000187,2
H001068,W000187,1
S000510,W000187,2
R000617,W000187,1
S001226,W000187,1
B001300,W000187,2
F000476,W000187,2
H001094,W000187,1
D000197,W000187,2
C001130,W000187,2
W000187,W000797,1
W000187,W000808,2
R000305,W000187,1
B001278,W000187,2
G000599,W000187,2
L000601,W000187,2
C001127,W000187,2
S001156,W000187,2
V000081,W000187,2
S001168,W000187,2
M001206,W000187,2
L000602,W000187,2
B001296,W000187,2
D000530,W000187,1
S001200,W000187,2
S001209,W000187,1
B001318,W000187,2
L000593,W000187,2
S001207,W000187,2
S001218,W000187,1
K000391,L000560,1
K000391,M001137,1
D000631,K000391,1
K000391,S001185,2
K000391,S001205,1
K000391,R000606,1
K000391,W000826,2
K000391,L000590,2
K000391,T000487,1
H001068,K000391,1
K000391,S000510,1
K000391,R000617,2
K000391,S001226,2
B001300,K000391,1
F000476,K000391,1
H001094,K000391,2
D000197,K000391,1
C001130,K000391,2
K000391,W000797,1
K000391,W000808,1
K000391,R000305,1
B001278,K000391,1
G000599,K000391,1
K000391,L000601,1
C001127,K000391,2
K000391,S001156,1
K000391,V000081,1
K000391,S001168,1
K000391,M001206,1
K000391,L000602,1
B001296,K000391,1
D000530,K000391,1
K000391,S001200,1
K000391,S001209,1
B001318,K000391,1
K000391,L000593,1
K000391,S001207,1
K000391,S001218,1
L000560,M001137,2
D000631,L000560,2
L000560,S001185,2
L000560,S001205,2
L000560,R000606,1
L000560,W000826,1
L000560,L000590,2
L000560,T000487,2
H001068,L000560,1
L000560,S000510,2
L000560,R000617,1
L000560,S001226,1
B001300,L000560,2
F000476,L000560,2
H001094,L000560,1
D000197,L000560,2
C001130,L000560,2
L000560,W000797,1
L000560,W000808,2
L000560,R000305,1
B001278,L000560,2
G000599,L000560,2
L000560,L000601,2
C001127,L000560,2
L000560,S001156,2
L000560,V000081,2
L000560,S001168,2
L000560,M001206,2
L000560,L000602,2
B001296,L000560,2
D000530,L000560,1
L000560,S001200,2
L000560,S001209,2
B001318,L000560,2
L000560,L000593,2
L000560,S001207,3
L000560,S001218,1
D000631,M001137,2
M001137,S001185,2
M001137,S001205,2
M001137,R000606,1
M001137,W000826,1
L000590,M001137,1
M001137,T000487,2
H001068,M001137,1
M001137,S000510,2
M001137,R000617,1
M001137,S001226,1
B001300,M001137,2
F000476,M001137,2
H001094,M001137,1
D000197,M001137,2
C001130,M001137,2
M001137,W000797,1
M001137,W000808,2
M001137,R000305,1
B001278,M001137,2
G000599,M001137,2
L000601,M001137,2
C001127,M001137,2
M001137,S001156,2
M001137,V000081,2
M001137,S001168,2
M001137,M001206,2
L000602,M001137,2
B001296,M001137,2
D000530,M001137,1
M001137,S001200,2
M001137,S001209,1
B001318,M001137,2
L000593,M001137,2
M001137,S001207,2
M001137,S001218,1
D000631,S001185,2
D000631,S001205,2
D000631,R000606,1
D000631,W000826,1
D000631,L000590,1
D000631,T000487,2
D000631,H001068,1
D000631,S000510,2
D000631,R000617,1
D000631,S001226,1
B001300,D000631,2
D000631,F000476,2
D000631,H001094,1
D000197,D000631,2
C001130,D000631,2
D000631,W000797,1
D000631,W000808,2
D000631,R000305,1
B001278,D000631,2
D000631,G000599,2
D000631,L000601,2
C001127,D000631,2
D000631,S001156,2
D000631,V000081,2
D000631,S001168,2
D000631,M001206,2
D000631,L000602,2
B001296,D000631,2
D000530,D000631,1
D000631,S001200,2
D000631,S001209,1
B001318,D000631,2
D000631,L000593,2
D000631,S001207,2
D000631,S001218,1
S001185,S001205,2
R000606,S001185,2
S001185,W000826,3
L000590,S001185,2
S001185,T000487,2
H001068,S001185,2
S000510,S001185,2
R000617,S001185,3
S001185,S001226,3
B001300,S001185,3
F000476,S001185,3
H001094,S001185,3
D000197,S001185,3
C001130,S001185,5
S001185,W000797,2
S001185,W000808,4
R000305,S001185,2
B001278,S001185,2
G000599,S001185,3
L000601,S001185,2
C001127,S001185,5
S001156,S001185,3
S001185,V000081,3
S001168,S001185,2
M001206,S001185,2
L000602,S001185,3
B001296,S001185,3
D000530,S001185,2
S001185,S001200,3
S001185,S001209,1
B001318,S001185,2
L000593,S001185,3
S001185,S001207,2
S001185,S001218,1
R000606,S001205,1
S001205,W000826,1
L000590,S001205,1
S001205,T000487,3
H001068,S001205,1
S000510,S001205,2
R000617,S001205,1
S001205,S001226,1
B001300,S001205,3
F000476,S001205,2
H001094,S001205,1
D000197,S001205,2
C001130,S001205,2
S001205,W000797,1
S001205,W000808,2
R000305,S001205,1
B001278,S001205,2
G000599,S001205,2
L000601,S001205,2
C001127,S001205,2
S001156,S001205,2
S001205,V000081,2
S001168,S001205,3
M001206,S001205,2
L000602,S001205,2
B001296,S001205,2
D000530,S001205,1
S001200,S001205,2
S001205,S001209,1
B001318,S001205,2
L000593,S001205,2
S001205,S001207,2
S001205,S001218,1
R000606,W000826,1
L000590,R000606,1
R000606,T000487,1
H001068,R000606,1
R000606,S000510,1
R000606,R000617,1
R000606,S001226,1
B001300,R000606,1
F000476,R000606,1
H001094,R000606,1
D000197,R000606,1
C001130,R000606,2
R000606,W000797,2
R000606,W000808,2
R000305,R000606,2
B001278,R000606,1
G000599,R000606,1
L000601,R000606,1
C001127,R000606,2
R000606,S001156,1
R000606,V000081,1
R000606,S001168,1
M001206,R000606,1
L000602,R000606,1
B001296,R000606,1
D000530,R000606,1
R000606,S001200,2
R000606,S001209,1
B001318,R000606,1
L000593,R000606,1
R000606,S001207,1
R000606,S001218,1
L000590,W000826,2
T000487,W000826,1
H001068,W000826,2
S000510,W000826,1
R000617,W000826,3
S001226,W000826,3
B001300,W000826,2
F000476,W000826,2
H001094,W000826,3
D000197,W000826,2
C001130,W000826,3
W000797,W000826,1
W000808,W000826,2
R000305,W000826,1
B001278,W000826,1
G000599,W000826,2
L000601,W000826,1
C001127,W000826,3
S001156,W000826,2
V000081,W000826,2
S001168,W000826,1
M001206,W000826,1
L000602,W000826,2
B001296,W000826,2
D000530,W000826,2
S001200,W000826,1
S001209,W000826,1
B001318,W000826,1
L000593,W000826,2
S001207,W000826,1
S001218,W000826,1
L000590,T000487,1
H001068,L000590,2
L000590,S000510,1
L000590,R000617,2
L000590,S001226,2
B001300,L000590,1
F000476,L000590,1
H001094,L000590,2
D000197,L000590,1
C001130,L000590,2
L000590,W000797,1
L000590,W000808,1
L000590,R000305,1
B001278,L000590,2
G000599,L000590,1
L000590,L000601,1
C001127,L000590,2
L000590,S001156,1
L000590,V000081,1
L000590,S001168,1
L000590,M001206,1
L000590,L000602,1
B001296,L000590,1
D000530,L000590,1
L000590,S001200,1
L000590,S001209,2
B001318,L000590,1
L000590,L000593,1
L000590,S001207,2
L000590,S001218,1
H001068,T000487,1
S000510,T000487,2
R000617,T000487,1
S001226,T000487,1
B001300,T000487,3
F000476,T000487,2
H001094,T000487,1
D000197,T000487,2
C001130,T000487,2
T000487,W000797,1
T000487,W000808,2
R000305,T000487,1
B001278,T000487,2
G000599,T000487,2
L000601,T000487,2
C001127,T000487,2
S001156,T000487,2
T000487,V000081,2
S001168,T000487,3
M001206,T000487,2
L000602,T000487,2
B001296,T000487,2
D000530,T000487,1
S001200,T000487,2
S001209,T000487,1
B001318,T000487,2
L000593,T000487,2
S001207,T000487,2
S001218,T000487,1
H001068,S000510,1
H001068,R000617,2
H001068,S001226,2
B001300,H001068,2
F000476,H001068,2
H001068,H001094,2
D000197,H001068,2
C001130,H001068,2
H001068,W000797,1
H001068,W000808,2
H001068,R000305,1
B001278,H001068,2
G000599,H001068,2
H001068,L000601,1
C001127,H001068,2
H001068,S001156,2
H001068,V000081,2
H001068,S001168,1
H001068,M001206,1
H001068,L000602,2
B001296,H001068,2
D000530,H001068,2
H001068,S001200,1
H001068,S001209,1
B001318,H001068,1
H001068,L000593,2
H001068,S001207,1
H001068,S001218,1
R000617,S000510,1
S000510,S001226,1
B001300,S000510,2
F000476,S000510,2
H001094,S000510,1
D000197,S000510,2
C001130,S000510,2
S000510,W000797,1
S000510,W000808,2
R000305,S000510,1
B001278,S000510,2
G000599,S000510,2
L000601,S000510,2
C001127,S000510,2
S000510,S001156,2
S000510,V000081,2
S000510,S001168,2
M001206,S000510,2
L000602,S000510,2
B001296,S000510,2
D000530,S000510,1
S000510,S001200,2
S000510,S001209,1
B001318,S000510,2
L000593,S000510,2
S000510,S001207,2
S000510,S001218,1
R000617,S001226,3
B001300,R000617,2
F000476,R000617,2
H001094,R000617,3
D000197,R000617,2
C001130,R000617,3
R000617,W000797,1
R000617,W000808,2
R000305,R000617,1
B001278,R000617,1
G000599,R000617,2
L000601,R000617,1
C001127,R000617,3
R000617,S001156,2
R000617,V000081,2
R000617,S001168,1
M001206,R000617,1
L000602,R000617,2
B001296,R000617,2
D000530,R000617,2
R000617,S001200,1
R000617,S001209,1
B001318,R000617,1
L000593,R000617,2
R000617,S001207,1
R000617,S001218,1
B001300,S001226,2
F000476,S001226,2
H001094,S001226,3
D000197,S001226,2
C001130,S001226,3
S001226,W000797,1
S001226,W000808,2
R000305,S001226,1
B001278,S001226,1
G000599,S001226,2
L000601,S001226,1
C001127,S001226,3
S001156,S001226,2
S001226,V000081,2
S001168,S001226,1
M001206,S001226,1
L000602,S001226,2
B001296,S001226,2
D000530,S001226,2
S001200,S001226,1
S001209,S001226,1
B001318,S001226,1
L000593,S001226,2
S001207,S001226,1
S001218,S001226,1
B001300,F000476,3
B001300,H001094,2
B001300,D000197,3
B001300,C001130,3
B001300,W000797,1
B001300,W000808,3
B001300,R000305,1
B001278,B001300,2
B001300,G000599,3
B001300,L000601,2
B001300,C001127,3
B001300,S001156,3
B001300,V000081,3
B001300,S001168,3
B001300,M001206,2
B001300,L000602,3
B001296,B001300,3
B001300,D000530,2
B001300,S001200,2
B001300,S001209,1
B001300,B001318,2
B001300,L000593,3
B001300,S001207,2
B001300,S001218,1
F000476,H001094,2
D000197,F000476,3
C001130,F000476,3
F000476,W000797,1
F000476,W000808,3
F000476,R000305,1
B001278,F000476,2
F000476,G000599,3
F000476,L000601,2
C001127,F000476,3
F000476,S001156,3
F000476,V000081,3
F000476,S001168,2
F000476,M001206,2
F000476,L000602,3
B001296,F000476,3
D000530,F000476,2
F000476,S001200,2
F000476,S001209,1
B001318,F000476,2
F000476,L000593,3
F000476,S001207,2
F000476,S001218,1
D000197,H001094,2
C001130,H001094,3
H001094,W000797,1
H001094,W000808,2
H001094,R000305,1
B001278,H001094,1
G000599,H001094,2
H001094,L000601,1
C001127,H001094,3
H001094,S001156,2
H001094,V000081,2
H001094,S001168,1
H001094,M001206,1
H001094,L000602,2
B001296,H001094,2
D000530,H001094,2
H001094,S001200,1
H001094,S001209,1
B001318,H001094,1
H001094,L000593,2
H001094,S001207,1
H001094,S001218,1
C001130,D000197,3
D000197,W000797,1
D000197,W000808,3
D000197,R000305,1
B001278,D000197,2
D000197,G000599,3
D000197,L000601,2
C001127,D000197,3
D000197,S001156,3
D000197,V000081,3
D000197,S001168,2
D000197,M001206,2
D000197,L000602,3
B001296,D000197,3
D000197,D000530,2
D000197,S001200,2
D000197,S001209,1
B001318,D000197,2
D000197,L000593,3
D000197,S001207,2
D000197,S001218,1
C001130,W000797,2
C001130,W000808,4
C001130,R000305,2
B001278,C001130,2
C001130,G000599,3
C001130,L000601,2
C001127,C001130,5
C001130,S001156,3
C001130,V000081,3
C001130,S001168,2
C001130,M001206,2
C001130,L000602,3
B001296,C001130,3
C001130,D000530,2
C001130,S001200,3
C001130,S001209,1
B001318,C001130,2
C001130,L000593,3
C001130,S001207,2
C001130,S001218,1
W000797,W000808,2
R000305,W000797,2
B001278,W000797,1
G000599,W000797,1
L000601,W000797,1
C001127,W000797,2
S001156,W000797,1
V000081,W000797,1
S001168,W000797,1
M001206,W000797,1
L000602,W000797,1
B001296,W000797,1
D000530,W000797,1
S001200,W000797,2
S001209,W000797,1
B001318,W000797,1
L000593,W000797,1
S001207,W000797,1
S001218,W000797,1
R000305,W000808,2
B001278,W000808,2
G000599,W000808,3
L000601,W000808,2
C001127,W000808,4
S001156,W000808,3
