bioguideId,name,party,state,chamber,district,region
G000576,"Grothman, Glenn",Republican,Wisconsin,House of Representatives,6.0,Unknown
N000189,"Newhouse, Dan",Republican,Washington,House of Representatives,4.0,Unknown
P000610,"Plaskett, Stacey E.",Democrat,Virgin Islands,House of Representatives,,Unknown
B001292,"Beyer, Donald S.",Democrat,Virginia,House of Representatives,8.0,Unknown
B001291,"Babin, Brian",Republican,Texas,House of Representatives,36.0,Unknown
S001196,"Stefanik, Elise M.",Republican,New York,House of Representatives,21.0,Unknown
W000822,"Watson Coleman, Bonnie",Democrat,New Jersey,House of Representatives,12.0,Unknown
R000603,"Rouzer, David",Republican,North Carolina,House of Representatives,7.0,Unknown
E000294,"Emmer, Tom",Republican,Minnesota,House of Representatives,6.0,Unknown
M001196,"Moulton, Seth",Democrat,Massachusetts,House of Representatives,6.0,Unknown
B001295,"Bost, Mike",Republican,Illinois,House of Representatives,12.0,Unknown
A000372,"Allen, Rick W.",Republican,Georgia,House of Representatives,12.0,Unknown
L000583,"Loudermilk, Barry",Republican,Georgia,House of Representatives,11.0,Unknown
C001103,"Carter, Earl L. ""Buddy""",Republican,Georgia,House of Representatives,1.0,Unknown
T000474,"Torres, Norma J.",Democrat,California,House of Representatives,35.0,Unknown
W000821,"Westerman, Bruce",Republican,Arkansas,House of Representatives,4.0,Unknown
H001072,"Hill, J. French",Republican,Arkansas,House of Representatives,2.0,Unknown
R000600,"Radewagen, Aumua Amata Coleman",Republican,American Samoa,House of Representatives,,Unknown
P000609,"Palmer, Gary J.",Republican,Alabama,House of Representatives,6.0,Unknown
N000188,"Norcross, Donald",Democrat,New Jersey,House of Representatives,1.0,Unknown
A000370,"Adams, Alma S.",Democrat,North Carolina,House of Representatives,12.0,Unknown
C001101,"Clark, Katherine M.",Democrat,Massachusetts,House of Representatives,5.0,Unknown
S001195,"Smith, Jason",Republican,Missouri,House of Representatives,8.0,Unknown
B001282,"Barr, Andy",Republican,Kentucky,House of Representatives,6.0,Unknown
C001067,"Clarke, Yvette D.",Democrat,New York,House of Representatives,9.0,Unknown
T000469,"Tonko, Paul",Democrat,New York,House of Representatives,20.0,Unknown
K000385,"Kelly, Robin L.",Democrat,Illinois,House of Representatives,2.0,Unknown
M001137,"Meeks, Gregory W.",Democrat,New York,House of Representatives,5.0,Unknown
V000081,"Velázquez, Nydia M.",Democrat,New York,House of Representatives,7.0,Unknown
T000463,"Turner, Michael R.",Republican,Ohio,House of Representatives,10.0,Unknown
T000491,"Tran, Derek",Democrat,California,House of Representatives,45.0,Unknown
P000607,"Pocan, Mark",Democrat,Wisconsin,House of Representatives,2.0,Unknown
V000131,"Veasey, Marc A.",Democrat,Texas,House of Representatives,33.0,Unknown
W000816,"Williams, Roger",Republican,Texas,House of Representatives,25.0,Unknown
C001091,"Castro, Joaquin",Democrat,Texas,House of Representatives,20.0,Unknown
W000814,"Weber, Randy K. Sr.",Republican,Texas,House of Representatives,14.0,Unknown
J000295,"Joyce, David P.",Republican,Ohio,House of Representatives,14.0,Unknown
B001281,"Beatty, Joyce",Democrat,Ohio,House of Representatives,3.0,Unknown
J000294,"Jeffries, Hakeem S.",Democrat,New York,House of Representatives,8.0,Unknown
M001188,"Meng, Grace",Democrat,New York,House of Representatives,6.0,Unknown
B001285,"Brownley, Julia",Democrat,California,House of Representatives,26.0,Unknown
H001068,"Huffman, Jared",Democrat,California,House of Representatives,2.0,Unknown
D000617,"DelBene, Suzan K.",Democrat,Washington,House of Representatives,1.0,Unknown
M001184,"Massie, Thomas",Republican,Kentucky,House of Representatives,4.0,Unknown
B001278,"Bonamici, Suzanne",Democrat,Oregon,House of Representatives,1.0,Unknown
A000369,"Amodei, Mark E.",Republican,Nevada,House of Representatives,2.0,Unknown
W000804,"Wittman, Robert J.",Republican,Virginia,House of Representatives,1.0,Unknown
G000568,"Griffith, H. Morgan",Republican,Virginia,House of Representatives,9.0,Unknown
D000616,"DesJarlais, Scott",Republican,Tennessee,House of Representatives,4.0,Unknown
F000459,"Fleischmann, Charles J. ""Chuck""",Republican,Tennessee,House of Representatives,3.0,Unknown
H001052,"Harris, Andy",Republican,Maryland,House of Representatives,1.0,Unknown
K000375,"Keating, William R.",Democrat,Massachusetts,House of Representatives,9.0,Unknown
S001189,"Scott, Austin",Republican,Georgia,House of Representatives,8.0,Unknown
W000808,"Wilson, Frederica S.",Democrat,Florida,House of Representatives,24.0,Unknown
W000809,"Womack, Steve",Republican,Arkansas,House of Representatives,3.0,Unknown
S001185,"Sewell, Terri A.",Democrat,Alabama,House of Representatives,7.0,Unknown
C001068,"Cohen, Steve",Democrat,Tennessee,House of Representatives,9.0,Unknown
J000289,"Jordan, Jim",Republican,Ohio,House of Representatives,4.0,Unknown
B001260,"Buchanan, Vern",Republican,Florida,House of Representatives,16.0,Unknown
C001066,"Castor, Kathy",Democrat,Florida,House of Representatives,14.0,Unknown
B001257,"Bilirakis, Gus M.",Republican,Florida,House of Representatives,12.0,Unknown
Q000023,"Quigley, Mike",Democrat,Illinois,House of Representatives,5.0,Unknown
T000468,"Titus, Dina",Democrat,Nevada,House of Representatives,1.0,Unknown
P000597,"Pingree, Chellie",Democrat,Maine,House of Representatives,1.0,Unknown
G000558,"Guthrie, Brett",Republican,Kentucky,House of Representatives,2.0,Unknown
H001047,"Himes, James A.",Democrat,Connecticut,House of Representatives,4.0,Unknown
S001176,"Scalise, Steve",Republican,Louisiana,House of Representatives,1.0,Unknown
F000454,"Foster, Bill",Democrat,Illinois,House of Representatives,11.0,Unknown
C001072,"Carson, André",Democrat,Indiana,House of Representatives,7.0,Unknown
M000312,"McGovern, James P.",Democrat,Massachusetts,House of Representatives,2.0,Unknown
N000015,"Neal, Richard E.",Democrat,Massachusetts,House of Representatives,1.0,Unknown
M001160,"Moore, Gwen",Democrat,Wisconsin,House of Representatives,4.0,Unknown
S001157,"Scott, David",Democrat,Georgia,House of Representatives,13.0,Unknown
S001156,"Sánchez, Linda T.",Democrat,California,House of Representatives,38.0,Unknown
L000562,"Lynch, Stephen F.",Democrat,Massachusetts,House of Representatives,8.0,Unknown
S001231,"Simon, Lateefah",Democrat,California,House of Representatives,12.0,Unknown
R000621,"Randall, Emily",Democrat,Washington,House of Representatives,6.0,Unknown
R000620,"Rivas, Luz M.",Democrat,California,House of Representatives,29.0,Unknown
L000607,"Liccardo, Sam T.",Democrat,California,House of Representatives,16.0,Unknown
H001098,"Hamadeh, Abraham J.",Republican,Arizona,House of Representatives,8.0,Unknown
G000605,"Gray, Adam",Democrat,California,House of Representatives,13.0,Unknown
B001323,"Begich, Nicholas J.",Republican,Alaska,House of Representatives,,Unknown
A000381,"Ansari, Yassamin",Democrat,Arizona,House of Representatives,3.0,Unknown
S001172,"Smith, Adrian",Republican,Nebraska,House of Representatives,3.0,Unknown
J000288,"Johnson, Henry C. ""Hank""",Democrat,Georgia,House of Representatives,4.0,Unknown
C001069,"Courtney, Joe",Democrat,Connecticut,House of Representatives,2.0,Unknown
P000034,"Pallone, Frank",Democrat,New Jersey,House of Representatives,6.0,Unknown
S001148,"Simpson, Michael K.",Republican,Idaho,House of Representatives,2.0,Unknown
S001145,"Schakowsky, Janice D.",Democrat,Illinois,House of Representatives,9.0,Unknown
L000557,"Larson, John B.",Democrat,Connecticut,House of Representatives,1.0,Unknown
S000510,"Smith, Adam",Democrat,Washington,House of Representatives,9.0,Unknown
D000197,"DeGette, Diana",Democrat,Colorado,House of Representatives,1.0,Unknown
D000096,"Davis, Danny K.",Democrat,Illinois,House of Representatives,7.0,Unknown
A000055,"Aderholt, Robert B.",Republican,Alabama,House of Representatives,4.0,Unknown
T000193,"Thompson, Bennie G.",Democrat,Mississippi,House of Representatives,2.0,Unknown
S000522,"Smith, Christopher H.",Republican,New Jersey,House of Representatives,4.0,Unknown
S000185,"Scott, Robert C. ""Bobby""",Democrat,Virginia,House of Representatives,3.0,Unknown
R000395,"Rogers, Harold",Republican,Kentucky,House of Representatives,5.0,Unknown
B000490,"Bishop, Sanford D.",Democrat,Georgia,House of Representatives,2.0,Unknown
L000491,"Lucas, Frank D.",Republican,Oklahoma,House of Representatives,3.0,Unknown
C001063,"Cuellar, Henry",Democrat,Texas,House of Representatives,28.0,Unknown
M001157,"McCaul, Michael T.",Republican,Texas,House of Representatives,10.0,Unknown
F000450,"Foxx, Virginia",Republican,North Carolina,House of Representatives,5.0,Unknown
C001061,"Cleaver, Emanuel",Democrat,Missouri,House of Representatives,5.0,Unknown
C001051,"Carter, John R.",Republican,Texas,House of Representatives,31.0,Unknown
C001053,"Cole, Tom",Republican,Oklahoma,House of Representatives,4.0,Unknown
R000575,"Rogers, Mike D.",Republican,Alabama,House of Representatives,3.0,Unknown
W000795,"Wilson, Joe",Republican,South Carolina,House of Representatives,2.0,Unknown
L000560,"Larsen, Rick",Democrat,Washington,House of Representatives,2.0,Unknown
G000546,"Graves, Sam",Republican,Missouri,House of Representatives,6.0,Unknown
M001143,"McCollum, Betty",Democrat,Minnesota,House of Representatives,4.0,Unknown
C000537,"Clyburn, James E.",Democrat,South Carolina,House of Representatives,6.0,Unknown
K000009,"Kaptur, Marcy",Democrat,Ohio,House of Representatives,9.0,Unknown
H000874,"Hoyer, Steny H.",Democrat,Maryland,House of Representatives,5.0,Unknown
